,order,Date,Price,Open,High,Low,Vol.,Change %,volatility
718,75,"Sep 18, 2019","1,515.80","1,509.70","1,519.50","1,490.70",364.96K,0.16%,0.7673779012038123
719,74,"Sep 19, 2019","1,506.20","1,502.00","1,512.10","1,496.30",291.30K,-0.63%,1.1204227100662147
720,73,"Sep 20, 2019","1,515.10","1,506.80","1,524.50","1,505.30",284.39K,0.59%,1.311377202362
721,72,"Sep 23, 2019","1,531.50","1,521.50","1,534.40","1,505.30",359.88K,1.08%,2.0019574643657623
722,71,"Sep 24, 2019","1,540.20","1,529.80","1,543.30","1,517.90",424.86K,0.57%,2.54315817893078
723,70,"Sep 25, 2019","1,512.30","1,539.80","1,543.30","1,507.40",481.46K,-1.81%,1.1615768438858605
724,69,"Sep 26, 2019","1,515.20","1,510.90","1,542.80","1,507.10",378.29K,0.19%,1.2752922429470017
725,68,"Sep 27, 2019","1,506.40","1,511.80","1,519.50","1,493.30",451.93K,-0.58%,0.9808683403675027
726,67,"Sep 30, 2019","1,472.90","1,501.70","1,507.20","1,470.50",439.71K,-2.22%,2.1020726197069686
727,66,"Oct 01, 2019","1,489.00","1,478.00","1,493.50","1,465.00",450.17K,1.09%,1.2866020857465175
728,65,"Oct 02, 2019","1,507.90","1,485.40","1,511.40","1,480.50",393.10K,1.27%,0.3181161868880256
729,64,"Oct 03, 2019","1,513.80","1,505.60","1,525.80","1,501.70",408.74K,0.39%,0.7834520022493733
730,63,"Oct 04, 2019","1,512.90","1,511.60","1,522.20","1,501.40",344.79K,-0.06%,0.8349594793348154
731,62,"Oct 07, 2019","1,504.40","1,518.60","1,518.80","1,493.30",257.78K,-0.56%,0.7161863909390657
732,61,"Oct 08, 2019","1,503.90","1,498.70","1,515.30","1,492.10",371.44K,-0.03%,0.7426197614864515
733,60,"Oct 09, 2019","1,512.80","1,510.90","1,518.00","1,505.10",285.28K,0.59%,1.2177545998612942
734,59,"Oct 10, 2019","1,500.90","1,510.80","1,522.30","1,495.70",417.88K,-0.79%,0.5975744027059998
735,58,"Oct 11, 2019","1,488.70","1,498.30","1,508.00","1,478.00",485.96K,-0.81%,0.4062381803808395
736,57,"Oct 14, 2019","1,497.60","1,492.00","1,501.50","1,487.10",228.32K,0.60%,0.5152326468728272
737,56,"Oct 15, 2019","1,483.50","1,497.70","1,503.00","1,480.80",317.99K,-0.94%,0.6382961073915259
738,55,"Oct 16, 2019","1,494.00","1,484.80","1,495.50","1,480.60",367.90K,0.71%,0.3691722150773155
739,54,"Oct 17, 2019","1,498.30","1,494.20","1,501.10","1,487.00",305.67K,0.29%,0.46174322347839464
740,53,"Oct 18, 2019","1,494.10","1,495.60","1,497.90","1,488.30",232.55K,-0.28%,0.4545114246342708
741,52,"Oct 21, 2019","1,488.10","1,495.60","1,498.70","1,484.80",284.29K,-0.40%,0.6698680814657713
742,51,"Oct 22, 2019","1,487.50","1,487.50","1,492.10","1,484.00",208.97K,-0.04%,0.7380494422656703
743,50,"Oct 23, 2019","1,495.70","1,491.10","1,499.40","1,490.70",244.62K,0.55%,0.6001203279636719
744,49,"Oct 24, 2019","1,504.70","1,495.10","1,506.90","1,490.40",305.01K,0.60%,0.5540246531695453
745,48,"Oct 25, 2019","1,505.30","1,506.40","1,520.90","1,503.10",368.74K,0.04%,0.5826512392547042
746,47,"Oct 28, 2019","1,495.80","1,507.40","1,510.80","1,492.30",318.13K,-0.63%,0.8037093733035447
747,46,"Oct 29, 2019","1,490.70","1,494.30","1,497.10","1,485.60",291.98K,-0.34%,0.9872834093056838
748,45,"Oct 30, 2019","1,496.70","1,490.50","1,499.30","1,483.10",353.64K,0.40%,1.0865065149811788
749,44,"Oct 31, 2019","1,514.80","1,498.80","1,516.70","1,496.00",390.01K,1.21%,2.0115754457931967
750,43,"Nov 01, 2019","1,511.40","1,515.10","1,519.00","1,505.40",380.99K,-0.22%,2.295800167471282
751,42,"Nov 04, 2019","1,511.10","1,516.40","1,517.10","1,506.50",260.20K,-0.02%,2.6068705787883717
752,41,"Nov 05, 2019","1,483.70","1,511.60","1,511.90","1,480.70",593.62K,-1.81%,1.2066692486029758
753,40,"Nov 06, 2019","1,493.10","1,484.30","1,495.90","1,483.80",313.72K,0.63%,1.729527644957017
754,39,"Nov 07, 2019","1,466.40","1,492.10","1,493.60","1,461.40",674.98K,-1.79%,0.527134807891555
755,38,"Nov 08, 2019","1,462.90","1,469.00","1,473.90","1,457.00",447.07K,-0.24%,0.7310313398763806
756,37,"Nov 11, 2019","1,457.10","1,460.00","1,467.40","1,448.90",310.16K,-0.40%,1.1898457997929064
757,36,"Nov 12, 2019","1,460.60","1,463.00","1,468.10","1,453.10",94.34K,0.24%,1.1181647554734784
758,35,"Nov 13, 2019","1,470.20","1,463.80","1,474.80","1,463.80",43.67K,0.66%,0.538484525753808
759,34,"Nov 14, 2019","1,480.20","1,471.70","1,482.20","1,468.70",43.48K,0.68%,0.3742552801300571
760,33,"Nov 15, 2019","1,475.40","1,478.70","1,478.90","1,469.80",31.13K,-0.32%,0.4123902872489177
761,32,"Nov 18, 2019","1,478.80","1,475.10","1,481.10","1,463.30",33.19K,0.23%,0.5734192395980343
762,31,"Nov 19, 2019","1,481.20","1,477.90","1,482.60","1,471.80",35.81K,0.16%,0.8609558972891894
763,30,"Nov 20, 2019","1,481.00","1,481.40","1,486.00","1,473.00",58.28K,-0.01%,0.9754534242227063
764,29,"Nov 21, 2019","1,470.50","1,481.30","1,482.70","1,469.40",75.50K,-0.71%,0.38252996760673136
765,28,"Nov 22, 2019","1,470.50","1,470.90","1,480.30","1,468.10",81.55K,0.00%,0.3839865568056205
766,27,"Nov 25, 2019","1,463.80","1,467.50","1,468.90","1,460.70",126.74K,-0.46%,0.6094427191604883
767,26,"Nov 26, 2019","1,467.40","1,461.30","1,470.00","1,456.60",285.63K,0.25%,0.6063959549480656
768,25,"Nov 27, 2019","1,460.80","1,468.30","1,469.10","1,459.10",232.12K,-0.45%,1.0493676216693766
769,24,"Nov 28, 2019","1,462.25","1,463.25","1,464.55","1,460.75",-,0.10%,0.9716890818110405
770,23,"Nov 29, 2019","1,472.70","1,461.20","1,472.90","1,459.10",272.34K,0.71%,0.5335239894031008
771,22,"Dec 02, 2019","1,469.20","1,470.30","1,471.70","1,459.80",316.58K,-0.24%,0.6205002901625755
772,21,"Dec 03, 2019","1,484.40","1,468.00","1,487.70","1,465.40",400.90K,1.03%,0.8544612460389054
773,20,"Dec 04, 2019","1,480.20","1,483.20","1,489.90","1,476.70",319.73K,-0.28%,0.6786513279165088
774,19,"Dec 05, 2019","1,483.10","1,480.00","1,485.70","1,478.00",240.01K,0.20%,0.8321076539127402
775,18,"Dec 06, 2019","1,465.10","1,481.00","1,485.30","1,463.30",317.32K,-1.21%,0.6603748733200632
776,17,"Dec 09, 2019","1,464.90","1,464.10","1,469.80","1,463.00",177.22K,-0.01%,0.7836785458337232
777,16,"Dec 10, 2019","1,468.10","1,466.30","1,473.70","1,464.20",228.83K,0.22%,0.6610188172719278
778,15,"Dec 11, 2019","1,475.00","1,468.50","1,483.50","1,466.90",251.73K,0.47%,0.37079761164005043
779,14,"Dec 12, 2019","1,472.30","1,479.20","1,491.60","1,468.20",409.86K,-0.18%,0.5604844625069709
780,13,"Dec 13, 2019","1,481.20","1,470.80","1,482.50","1,465.50",356.68K,0.60%,0.21903427783797158
781,12,"Dec 16, 2019","1,480.50","1,480.00","1,484.50","1,477.40",165.85K,-0.05%,0.6639392070706865
782,11,"Dec 17, 2019","1,480.60","1,480.60","1,484.90","1,478.40",173.25K,0.01%,0.8913888269590168
783,10,"Dec 18, 2019","1,478.70","1,480.40","1,483.60","1,474.30",197.97K,-0.13%,1.3369075378579323
784,9,"Dec 19, 2019","1,484.40","1,479.40","1,485.80","1,477.10",201.19K,0.39%,1.363777582153823
785,8,"Dec 20, 2019","1,480.90","1,482.70","1,484.80","1,479.50",140.77K,-0.24%,1.821848938683633
786,7,"Dec 23, 2019","1,488.70","1,482.40","1,490.10","1,481.20",162.45K,0.53%,1.625098001269848
787,6,"Dec 24, 2019","1,504.80","1,489.80","1,505.00","1,488.10",183.68K,1.08%,0.0
788,5,"Dec 25, 2019","1,504.05","1,504.40","1,504.40","1,502.15",-,-0.05%,0.0
789,4,"Dec 26, 2019","1,514.40","1,503.90","1,517.40","1,502.10",216.61K,0.69%,0.0
790,3,"Dec 27, 2019","1,518.10","1,516.50","1,519.90","1,512.10",204.99K,0.24%,0.0
791,2,"Dec 30, 2019","1,518.60","1,515.90","1,519.10","1,513.50",178.72K,0.03%,0.0
792,1,"Dec 31, 2019","1,523.10","1,517.70","1,529.00","1,517.50",220.85K,0.30%,0.0
