,order,Date,Price,Open,High,Low,Change %,volatility
289,493,"Feb 09, 2018",108.8,108.75,109.31,108.05,0.05%,1.6423830337267697
290,492,"Feb 12, 2018",108.66,108.81,108.95,108.44,-0.13%,1.6078063672929155
291,491,"Feb 13, 2018",107.83,108.64,108.78,107.39,-0.76%,0.9698673452042905
292,490,"Feb 14, 2018",107.02,107.83,107.91,106.72,-0.75%,0.5282368959604539
293,489,"Feb 15, 2018",106.12,107.0,107.03,106.03,-0.84%,0.833461337078258
294,488,"Feb 16, 2018",106.31,106.14,106.41,105.53,0.18%,0.7296868317875349
295,487,"Feb 19, 2018",106.6,106.33,106.73,106.09,0.27%,0.5804884459192213
296,486,"Feb 20, 2018",107.33,106.61,107.39,106.56,0.68%,0.40462220722274145
297,485,"Feb 21, 2018",107.78,107.33,107.92,107.27,0.42%,0.8847186481567264
298,484,"Feb 22, 2018",106.75,107.78,107.81,106.59,-0.96%,0.4559885387376807
299,483,"Feb 23, 2018",106.89,106.75,107.14,106.48,0.13%,0.5526484663150182
300,482,"Feb 26, 2018",106.94,106.84,107.3,106.38,0.05%,0.6470003179974522
301,481,"Feb 27, 2018",107.33,106.94,107.69,106.78,0.36%,1.0220654758601813
302,480,"Feb 28, 2018",106.67,107.33,107.53,106.55,-0.61%,0.5163631820265299
303,479,"Mar 01, 2018",106.24,106.67,107.2,106.16,-0.40%,0.27486137036851205
304,478,"Mar 02, 2018",105.75,106.23,106.31,105.25,-0.46%,0.5303944647708811
305,477,"Mar 05, 2018",106.2,105.69,106.25,105.36,0.43%,0.26954484757098945
