order,Date,Price,Open,High,Low,Vol.,Change %
990,"Apr 16, 2017","1,176.80","1,177.00","1,188.00","1,166.70",18.93K,-0.02%
989,"Apr 17, 2017","1,194.00","1,176.80","1,203.00","1,172.80",46.48K,1.46%
988,"Apr 18, 2017","1,206.10","1,194.00","1,213.90","1,191.10",52.75K,1.01%
987,"Apr 19, 2017","1,215.20","1,206.10","1,218.20","1,194.10",43.35K,0.76%
986,"Apr 20, 2017","1,238.10","1,215.20","1,246.60","1,210.70",55.20K,1.88%
985,"Apr 21, 2017","1,249.60","1,238.10","1,257.00","1,235.60",41.34K,0.93%
984,"Apr 22, 2017","1,240.90","1,249.60","1,257.00","1,215.80",43.82K,-0.70%
983,"Apr 23, 2017","1,249.10","1,240.90","1,256.20","1,223.10",42.61K,0.66%
982,"Apr 24, 2017","1,248.20","1,249.10","1,256.40","1,234.90",38.54K,-0.08%
981,"Apr 25, 2017","1,264.30","1,248.20","1,272.60","1,244.20",43.89K,1.29%
980,"Apr 26, 2017","1,286.60","1,264.30","1,309.20","1,263.00",58.91K,1.77%
979,"Apr 27, 2017","1,332.90","1,286.60","1,346.80","1,285.30",61.77K,3.60%
978,"Apr 28, 2017","1,329.60","1,332.90","1,356.20","1,287.60",77.57K,-0.25%
977,"Apr 29, 2017","1,336.30","1,329.60","1,343.70","1,314.20",40.97K,0.50%
976,"Apr 30, 2017","1,351.90","1,336.30","1,358.90","1,309.70",40.64K,1.17%
975,"May 01, 2017","1,415.80","1,351.90","1,448.70","1,342.80",100.44K,4.73%
974,"May 02, 2017","1,445.90","1,415.80","1,471.10","1,394.80",70.01K,2.13%
973,"May 03, 2017","1,485.60","1,445.90","1,496.40","1,424.10",81.72K,2.74%
972,"May 04, 2017","1,516.80","1,485.60","1,609.80","1,437.10",136.71K,2.10%
971,"May 05, 2017","1,507.80","1,516.80","1,588.10","1,485.00",120.38K,-0.59%
970,"May 06, 2017","1,545.30","1,507.80","1,560.40","1,503.90",59.60K,2.49%
969,"May 07, 2017","1,554.40","1,545.30","1,572.90","1,495.20",71.36K,0.59%
968,"May 08, 2017","1,664.50","1,554.40","1,667.70","1,552.90",107.23K,7.08%
967,"May 09, 2017","1,697.50","1,664.50","1,757.40","1,620.00",127.23K,1.98%
966,"May 10, 2017","1,752.30","1,697.50","1,766.20","1,665.00",89.68K,3.23%
965,"May 11, 2017","1,819.30","1,752.30","1,864.80","1,741.50",109.01K,3.82%
964,"May 12, 2017","1,686.40","1,819.30","1,822.50","1,641.20",109.34K,-7.31%
963,"May 13, 2017","1,763.70","1,686.40","1,770.50","1,594.60",75.47K,4.59%
962,"May 14, 2017","1,772.60","1,763.70","1,802.80","1,736.10",40.64K,0.50%
961,"May 15, 2017","1,708.90","1,772.60","1,776.70","1,656.80",80.24K,-3.59%
960,"May 16, 2017","1,729.30","1,708.90","1,752.60","1,653.70",75.54K,1.19%
959,"May 17, 2017","1,801.30","1,729.30","1,842.80","1,704.00",94.62K,4.16%
958,"May 18, 2017","1,881.00","1,801.30","1,980.50","1,791.10",73.10K,4.42%
957,"May 19, 2017","1,962.00","1,881.00","1,969.70","1,875.30",98.76K,4.31%
956,"May 20, 2017","2,040.20","1,962.00","2,048.40","1,944.40",89.86K,3.98%
955,"May 21, 2017","2,044.20","2,040.20","2,094.90","1,980.10",78.78K,0.20%
954,"May 22, 2017","2,124.40","2,044.20","2,264.80","1,998.60",174.38K,3.92%
953,"May 23, 2017","2,272.60","2,124.40","2,286.30","2,110.80",114.18K,6.97%
952,"May 24, 2017","2,445.30","2,272.60","2,497.00","2,263.30",149.26K,7.60%
951,"May 25, 2017","2,307.20","2,445.30","2,781.80","2,210.50",248.44K,-5.65%
950,"May 26, 2017","2,244.90","2,307.00","2,616.50","2,051.40",191.49K,-2.70%
949,"May 27, 2017","2,052.40","2,244.90","2,322.40","1,868.60",222.95K,-8.57%
948,"May 28, 2017","2,189.00","2,052.40","2,300.50","2,051.10",125.00K,6.66%
947,"May 29, 2017","2,278.20","2,189.00","2,337.40","2,117.30",92.24K,4.07%
946,"May 30, 2017","2,192.60","2,278.20","2,329.30","2,147.10",120.96K,-3.76%
945,"May 31, 2017","2,303.30","2,192.60","2,330.60","2,168.40",117.75K,5.05%
944,"Jun 01, 2017","2,412.60","2,303.30","2,460.80","2,303.30",122.70K,4.75%
943,"Jun 02, 2017","2,492.60","2,412.60","2,494.00","2,385.60",83.03K,3.31%
942,"Jun 03, 2017","2,545.40","2,492.60","2,582.80","2,449.90",70.96K,2.12%
941,"Jun 04, 2017","2,524.10","2,545.40","2,559.80","2,478.20",59.48K,-0.84%
940,"Jun 05, 2017","2,705.00","2,524.10","2,705.40","2,523.90",86.69K,7.17%
939,"Jun 06, 2017","2,870.50","2,705.00","2,931.20","2,699.70",192.23K,6.12%
938,"Jun 07, 2017","2,691.50","2,870.50","2,880.90","2,626.60",122.68K,-6.24%
937,"Jun 08, 2017","2,798.80","2,691.50","2,808.40","2,623.60",95.42K,3.99%
936,"Jun 09, 2017","2,811.40","2,798.80","2,852.10","2,786.10",67.05K,0.45%
935,"Jun 10, 2017","2,900.30","2,811.40","2,914.20","2,807.40",86.52K,3.16%
934,"Jun 11, 2017","2,973.40","2,900.30","2,977.90","2,867.30",83.03K,2.52%
933,"Jun 12, 2017","2,656.80","2,973.40","2,985.10","2,483.60",217.96K,-10.65%
932,"Jun 13, 2017","2,713.00","2,656.80","2,784.80","2,647.40",116.74K,2.12%
931,"Jun 14, 2017","2,467.30","2,713.00","2,803.70","2,349.00",174.19K,-9.06%
930,"Jun 15, 2017","2,442.50","2,467.30","2,521.60","2,125.60",262.79K,-1.01%
929,"Jun 16, 2017","2,508.60","2,442.50","2,536.40","2,335.30",117.21K,2.71%
928,"Jun 17, 2017","2,655.10","2,508.60","2,690.70","2,454.80",95.95K,5.84%
927,"Jun 18, 2017","2,539.60","2,655.10","2,676.00","2,488.60",92.00K,-4.35%
926,"Jun 19, 2017","2,616.80","2,539.60","2,617.80","2,518.80",81.83K,3.04%
925,"Jun 20, 2017","2,754.40","2,616.80","2,800.50","2,614.00",111.30K,5.26%
924,"Jun 21, 2017","2,677.60","2,754.40","2,804.40","2,624.40",116.03K,-2.79%
923,"Jun 22, 2017","2,722.80","2,677.60","2,757.30","2,623.20",78.30K,1.69%
922,"Jun 23, 2017","2,710.40","2,722.80","2,759.70","2,699.50",56.94K,-0.46%
921,"Jun 24, 2017","2,590.10","2,710.40","2,741.60","2,540.40",86.96K,-4.44%
920,"Jun 25, 2017","2,541.60","2,590.10","2,660.70","2,472.40",86.97K,-1.87%
919,"Jun 26, 2017","2,446.10","2,541.60","2,584.80","2,327.30",165.83K,-3.76%
918,"Jun 27, 2017","2,583.80","2,446.10","2,585.10","2,309.60",159.26K,5.63%
917,"Jun 28, 2017","2,577.70","2,583.80","2,616.90","2,490.10",110.42K,-0.23%
916,"Jun 29, 2017","2,558.40","2,577.70","2,605.90","2,526.50",75.32K,-0.75%
915,"Jun 30, 2017","2,480.60","2,558.40","2,576.30","2,469.50",73.00K,-3.04%
914,"Jul 01, 2017","2,424.60","2,480.60","2,529.60","2,387.50",66.32K,-2.26%
913,"Jul 02, 2017","2,536.50","2,424.60","2,555.30","2,375.90",67.76K,4.61%
912,"Jul 03, 2017","2,572.50","2,536.50","2,617.50","2,506.30",83.42K,1.42%
911,"Jul 04, 2017","2,617.30","2,572.50","2,658.70","2,570.00",80.68K,1.74%
910,"Jul 05, 2017","2,627.90","2,617.30","2,642.70","2,562.00",89.72K,0.40%
909,"Jul 06, 2017","2,614.20","2,627.90","2,634.80","2,581.80",60.16K,-0.52%
908,"Jul 07, 2017","2,513.90","2,614.20","2,617.50","2,484.70",90.45K,-3.84%
907,"Jul 08, 2017","2,564.90","2,513.90","2,568.70","2,480.60",54.51K,2.03%
906,"Jul 09, 2017","2,511.40","2,564.90","2,576.70","2,509.60",39.16K,-2.08%
905,"Jul 10, 2017","2,344.00","2,511.40","2,530.30","2,271.80",123.80K,-6.67%
904,"Jul 11, 2017","2,324.30","2,344.00","2,412.80","2,265.50",146.63K,-0.84%
903,"Jul 12, 2017","2,403.10","2,324.30","2,424.80","2,262.10",109.52K,3.39%
902,"Jul 13, 2017","2,362.40","2,403.10","2,436.70","2,335.00",88.17K,-1.69%
901,"Jul 14, 2017","2,234.20","2,362.40","2,370.50","2,165.40",114.41K,-5.43%
900,"Jul 15, 2017","1,975.10","2,234.20","2,237.10","1,974.00",155.32K,-11.60%
899,"Jul 16, 2017","1,914.10","1,975.10","2,044.40","1,809.00",189.64K,-3.09%
898,"Jul 17, 2017","2,233.40","1,914.10","2,233.80","1,913.80",176.89K,16.68%
897,"Jul 18, 2017","2,320.20","2,233.40","2,400.70","2,164.60",202.62K,3.89%
896,"Jul 19, 2017","2,282.60","2,320.20","2,412.40","2,243.10",154.32K,-1.62%
895,"Jul 20, 2017","2,866.00","2,282.60","2,932.80","2,282.10",310.34K,25.56%
894,"Jul 21, 2017","2,675.10","2,866.00","2,874.00","2,622.50",193.76K,-6.66%
893,"Jul 22, 2017","2,836.50","2,675.10","2,876.70","2,658.60",121.92K,6.04%
892,"Jul 23, 2017","2,756.60","2,836.50","2,856.70","2,675.60",108.23K,-2.82%
891,"Jul 24, 2017","2,763.40","2,756.60","2,798.90","2,715.70",83.01K,0.25%
890,"Jul 25, 2017","2,582.60","2,763.40","2,779.10","2,472.60",205.88K,-6.54%
889,"Jul 26, 2017","2,559.20","2,582.60","2,631.70","2,441.50",135.50K,-0.90%
888,"Jul 27, 2017","2,691.90","2,559.20","2,712.90","2,547.70",103.83K,5.18%
887,"Jul 28, 2017","2,806.80","2,691.90","2,843.80","2,683.60",138.91K,4.27%
886,"Jul 29, 2017","2,733.50","2,806.80","2,812.10","2,699.40",84.49K,-2.61%
885,"Jul 30, 2017","2,766.50","2,733.50","2,773.10","2,621.70",82.72K,1.21%
884,"Jul 31, 2017","2,883.30","2,766.50","2,916.30","2,723.10",91.12K,4.22%
883,"Aug 01, 2017","2,747.00","2,883.30","2,946.00","2,659.60",123.17K,-4.73%
882,"Aug 02, 2017","2,720.50","2,747.00","2,773.80","2,668.90",81.82K,-0.96%
881,"Aug 03, 2017","2,810.00","2,720.50","2,822.90","2,717.60",68.10K,3.29%
880,"Aug 04, 2017","2,878.50","2,810.00","2,892.70","2,779.50",68.76K,2.44%
879,"Aug 05, 2017","3,262.80","2,878.50","3,344.00","2,875.90",159.40K,13.35%
878,"Aug 06, 2017","3,232.00","3,262.80","3,295.10","3,166.50",60.66K,-0.94%
877,"Aug 07, 2017","3,401.90","3,232.00","3,425.10","3,198.50",88.11K,5.26%
876,"Aug 08, 2017","3,429.40","3,401.90","3,494.90","3,357.10",106.94K,0.81%
875,"Aug 09, 2017","3,348.80","3,429.40","3,437.10","3,251.00",97.06K,-2.35%
874,"Aug 10, 2017","3,425.70","3,348.80","3,453.80","3,322.90",71.00K,2.30%
873,"Aug 11, 2017","3,654.40","3,425.70","3,706.50","3,409.80",97.56K,6.68%
872,"Aug 12, 2017","3,871.60","3,654.40","3,967.30","3,611.40",123.59K,5.94%
871,"Aug 13, 2017","4,062.60","3,871.60","4,189.40","3,847.30",158.59K,4.93%
870,"Aug 14, 2017","4,327.90","4,062.60","4,336.70","3,978.90",128.46K,6.53%
869,"Aug 15, 2017","4,161.70","4,327.90","4,436.50","3,837.10",211.58K,-3.84%
868,"Aug 16, 2017","4,387.40","4,161.70","4,398.10","3,938.60",112.90K,5.42%
867,"Aug 17, 2017","4,278.90","4,387.40","4,487.50","4,194.10",127.48K,-2.47%
866,"Aug 18, 2017","4,105.40","4,278.90","4,362.70","3,978.30",144.40K,-4.06%
865,"Aug 19, 2017","4,150.50","4,105.40","4,189.70","3,957.50",113.72K,1.10%
864,"Aug 20, 2017","4,066.60","4,150.50","4,182.30","4,034.40",70.16K,-2.02%
863,"Aug 21, 2017","4,005.10","4,066.60","4,097.30","3,966.90",90.65K,-1.51%
862,"Aug 22, 2017","4,089.70","4,005.10","4,142.70","3,612.20",169.14K,2.11%
861,"Aug 23, 2017","4,141.10","4,089.70","4,255.60","4,070.50",96.65K,1.26%
860,"Aug 24, 2017","4,318.40","4,141.10","4,364.10","4,111.70",72.36K,4.28%
859,"Aug 25, 2017","4,364.40","4,318.40","4,461.70","4,292.60",82.90K,1.07%
858,"Aug 26, 2017","4,352.30","4,364.40","4,379.30","4,263.30",46.16K,-0.28%
857,"Aug 27, 2017","4,345.80","4,352.30","4,408.20","4,321.10",42.52K,-0.15%
856,"Aug 28, 2017","4,390.30","4,345.80","4,403.10","4,195.20",75.49K,1.03%
855,"Aug 29, 2017","4,597.30","4,390.30","4,647.80","4,350.20",100.80K,4.71%
854,"Aug 30, 2017","4,583.00","4,597.30","4,644.10","4,491.80",68.47K,-0.31%
853,"Aug 31, 2017","4,735.10","4,583.00","4,765.10","4,580.10",72.29K,3.32%
852,"Sep 01, 2017","4,921.90","4,735.10","4,925.20","4,690.20",102.01K,3.94%
851,"Sep 02, 2017","4,573.80","4,921.90","4,976.50","4,448.60",160.77K,-7.07%
850,"Sep 03, 2017","4,612.90","4,573.80","4,719.80","4,397.70",102.82K,0.86%
849,"Sep 04, 2017","4,267.50","4,612.90","4,621.00","4,098.60",170.40K,-7.49%
848,"Sep 05, 2017","4,409.10","4,267.50","4,496.70","4,004.60",158.41K,3.32%
847,"Sep 06, 2017","4,618.70","4,409.10","4,660.00","4,401.50",110.93K,4.75%
846,"Sep 07, 2017","4,635.60","4,618.70","4,690.50","4,493.20",70.53K,0.37%
845,"Sep 08, 2017","4,326.50","4,635.60","4,699.60","4,130.90",180.36K,-6.67%
844,"Sep 09, 2017","4,335.10","4,326.50","4,402.10","4,185.30",77.09K,0.20%
843,"Sep 10, 2017","4,245.90","4,335.10","4,338.10","4,032.10",108.08K,-2.06%
842,"Sep 11, 2017","4,217.90","4,245.90","4,364.40","4,134.60",88.76K,-0.66%
841,"Sep 12, 2017","4,158.90","4,217.90","4,387.80","4,075.00",107.04K,-1.40%
840,"Sep 13, 2017","3,870.30","4,158.90","4,174.60","3,752.00",186.54K,-6.94%
839,"Sep 14, 2017","3,243.10","3,870.30","3,930.70","3,219.00",317.59K,-16.21%
838,"Sep 15, 2017","3,713.80","3,243.10","3,824.40","2,979.90",448.55K,14.51%
837,"Sep 16, 2017","3,698.90","3,713.80","3,893.70","3,551.80",169.36K,-0.40%
836,"Sep 17, 2017","3,689.60","3,698.90","3,796.60","3,485.80",96.07K,-0.25%
835,"Sep 18, 2017","4,100.30","3,689.60","4,122.80","3,689.00",147.93K,11.13%
834,"Sep 19, 2017","3,908.00","4,100.30","4,120.70","3,852.20",123.22K,-4.69%
833,"Sep 20, 2017","3,882.20","3,908.00","4,053.00","3,846.80",86.65K,-0.66%
832,"Sep 21, 2017","3,617.30","3,882.20","3,912.80","3,576.50",145.13K,-6.82%
831,"Sep 22, 2017","3,600.80","3,617.30","3,753.50","3,505.80",114.72K,-0.45%
830,"Sep 23, 2017","3,788.00","3,600.80","3,813.40","3,563.20",67.82K,5.20%
829,"Sep 24, 2017","3,667.50","3,788.00","3,790.90","3,633.90",49.66K,-3.18%
828,"Sep 25, 2017","3,932.80","3,667.50","3,971.50","3,665.70",100.20K,7.23%
827,"Sep 26, 2017","3,892.70","3,932.80","3,982.30","3,858.80",63.25K,-1.02%
826,"Sep 27, 2017","4,212.20","3,892.70","4,232.40","3,882.10",117.60K,8.21%
825,"Sep 28, 2017","4,195.60","4,212.20","4,274.60","4,112.90",92.23K,-0.39%
824,"Sep 29, 2017","4,172.80","4,195.60","4,237.50","4,030.40",97.80K,-0.54%
823,"Sep 30, 2017","4,360.60","4,172.80","4,383.30","4,164.30",67.49K,4.50%
822,"Oct 01, 2017","4,403.10","4,360.60","4,412.60","4,258.30",60.58K,0.97%
821,"Oct 02, 2017","4,401.30","4,403.10","4,477.40","4,364.70",71.20K,-0.04%
820,"Oct 03, 2017","4,314.20","4,401.30","4,436.00","4,230.70",81.87K,-1.98%
819,"Oct 04, 2017","4,218.70","4,314.20","4,355.30","4,183.60",64.08K,-2.21%
818,"Oct 05, 2017","4,321.40","4,218.70","4,365.80","4,143.40",63.61K,2.44%
817,"Oct 06, 2017","4,371.90","4,321.40","4,422.10","4,296.90",61.69K,1.17%
816,"Oct 07, 2017","4,435.80","4,371.90","4,472.90","4,319.50",40.20K,1.46%
815,"Oct 08, 2017","4,611.70","4,435.80","4,622.90","4,419.40",71.37K,3.97%
814,"Oct 09, 2017","4,777.50","4,611.70","4,875.40","4,556.10",110.19K,3.59%
813,"Oct 10, 2017","4,763.40","4,777.50","4,930.00","4,722.80",98.49K,-0.30%
812,"Oct 11, 2017","4,824.20","4,763.40","4,874.90","4,718.60",70.48K,1.28%
811,"Oct 12, 2017","5,432.60","4,824.20","5,432.60","4,815.00",163.92K,12.61%
810,"Oct 13, 2017","5,637.30","5,432.60","5,852.80","5,392.00",215.02K,3.77%
809,"Oct 14, 2017","5,824.70","5,637.30","5,839.60","5,568.90",76.22K,3.33%
808,"Oct 15, 2017","5,688.10","5,824.70","5,862.70","5,448.20",101.64K,-2.34%
807,"Oct 16, 2017","5,759.30","5,677.40","5,795.30","5,576.10",61.36K,1.25%
806,"Oct 17, 2017","5,598.60","5,759.30","5,773.30","5,521.10",65.64K,-2.79%
805,"Oct 18, 2017","5,575.80","5,598.60","5,601.30","5,114.90",122.02K,-0.41%
804,"Oct 19, 2017","5,698.60","5,576.70","5,737.40","5,517.60",83.06K,2.20%
803,"Oct 20, 2017","5,993.10","5,698.60","6,075.30","5,611.40",123.86K,5.17%
802,"Oct 21, 2017","6,006.60","5,993.10","6,187.20","5,874.50",112.94K,0.23%
801,"Oct 22, 2017","5,982.90","6,006.60","6,070.60","5,723.00",105.03K,-0.40%
800,"Oct 23, 2017","5,903.60","5,982.90","6,049.00","5,644.20",137.14K,-1.32%
799,"Oct 24, 2017","5,513.10","5,903.60","5,904.60","5,463.40",143.74K,-6.62%
798,"Oct 25, 2017","5,734.00","5,513.10","5,748.00","5,375.60",105.84K,4.01%
797,"Oct 26, 2017","5,887.60","5,734.00","5,970.40","5,689.90",93.68K,2.68%
796,"Oct 27, 2017","5,764.60","5,887.60","5,997.80","5,692.30",83.93K,-2.09%
